Index;UserId;JobTitle;DetailedOccupation;MinorGroup;MajorGroup
2585;28834;receiving associate;43-5071;43-50;43
2586;28888;lpn charge nurse subacute care;29-2061;29-20;29
2587;28888;agent life health insurance;41-3021;41-30;41
2588;28888;clinic lpn ambulatory care immunizations;29-2061;29-20;29
2589;28888;director memory care unit;11-9111;11-90;11
2590;28888;asst director ltc alf beds;11-9111;11-90;11
2591;28888;lpn hemodialysis nurse;29-2061;29-20;29
2592;28888;clinic administrator;11-9111;11-90;11
2593;28888;administrative assistant;43-6014;43-60;43
2594;28900;marketing manager;11-2021;11-20;11
2595;28900;promotional event coordinator;13-1121;13-10;13
2596;29000;registered nurse;29-1141;29-10;29
2597;29000;stress test nurse;29-2061;29-20;29
2598;29000;registered school nurse;29-1141;29-10;29
2599;29000;registered nurse community health partners;29-1141;29-10;29
2600;29000;registered nurse cardiac cath lab;29-1141;29-10;29
2601;29000;licensed practical nurse;29-2061;29-20;29
2602;29000;licensed practical nurse;29-2061;29-20;29
2603;29004;manager estimating project management;11-9021;11-90;11
2604;29004;manager estimating;11-9021;11-90;11
2605;29004;manager estimating project management;11-9021;11-90;11
2606;29004;senior project manager;13-1082;13-10;13
2607;29004;general manager;11-1021;11-10;11
2608;29004;manager estimating projects;11-9021;11-90;11
2609;29004;estimator;13-1051;13-10;13
2610;29029;cma;31-9092;31-90;31
2611;29029;associate;41-2031;41-20;41
2612;29029;associate;41-2031;41-20;41
2613;29080;purchasing clerk;43-3061;43-30;43
2614;29080;account service representative;43-4051;43-40;43
2615;29080;computer lab assistant;31-9092;31-90;31
2616;29085;customer service representation senior technical support;15-1232;15-12;15
2617;29085;administrative assistance;43-6014;43-60;43
2618;29118;purchasing manger;11-3061;11-30;11
2619;29118;general manager;11-1021;11-10;11
2620;29118;outside sales;41-4012;41-40;41
2621;29179;executive assistant;43-6011;43-60;43
2622;29179;executive assistant;43-6011;43-60;43
2623;29179;administrative assistant;43-6014;43-60;43
2624;29179;employee benefits;13-1141;13-10;13
2625;29179;distribution clerk customer service;43-4051;43-40;43
2626;29179;security officer;33-9032;33-90;33
2627;29202;builder multi family sales specialist;41-2031;41-20;41
2628;29202;national account sales specialist;41-4012;41-40;41
2629;29202;vice president;11-1011;11-10;11
2630;29202;territory manager;11-2022;11-20;11
2631;29202;territory manager;11-2022;11-20;11
2632;29202;sales marketing manager;11-2021;11-20;11
2633;29202;territory manager;11-2022;11-20;11
2634;29274;center preschool infant toddler director;11-9031;11-90;11
2635;29274;infant toddler private kindergarten director;11-1011;11-10;11
2636;29274;quality assurance manager;11-3051;11-30;11
2637;29274;customer service amity freidman n rancho dr. suite;43-4051;43-40;43
2638;29274;financial officer human resources owner denise schulte zing ct lakewood;11-3121;11-30;11
2639;29274;customer service agent company longer;43-4051;43-40;43
2640;29346;sales reception;43-4171;43-40;43
2641;29346;desk receptionist;43-4171;43-40;43
2642;29346;college internship;21-1012;21-10;21
2643;29357;enrollment adviser;21-1012;21-10;21
2644;29357;portfolio representative;41-3031;41-30;41
2645;29357;bank teller;43-3071;43-30;43
2646;29457;marketing communications director;11-2021;11-20;11
2647;29457;marketing communications director;11-2021;11-20;11
2648;29457;marketing communications manager;11-2021;11-20;11
2649;29468;courier;43-5021;43-50;43
2650;29468;driver;53-3032;53-30;53
2651;29479;engineering manager;11-9041;11-90;11
2652;29479;electrical engineer;17-2071;17-20;17
2653;29485;customer service coordinator;43-1011;43-10;43
2654;29485;customer service clerk;43-4051;43-40;43
2655;29563;pharmacy intern tech;29-2052;29-20;29
2656;29563;team lead export regulatory affairs;11-9199;11-90;11
2657;29563;regulatory affairs specialist;13-1041;13-10;13
2658;29563;staff pharmacist;29-1051;29-10;29
2659;29568;members sales representative;41-3091;41-30;41
2660;29568;clerical administration support;43-6014;43-60;43
2661;29568;sales clerk;41-2031;41-20;41
2662;29589;data entry machine operator;43-9021;43-90;43
2663;29589;office assistant;43-6014;43-60;43
2664;29597;car wash technician;53-7061;53-70;53
2665;29597;inventory shipping receiving clerk;43-5071;43-50;43
2666;29612;customer service sales associate;41-2031;41-20;41
2667;29612;customer service sales associate seasonal;41-2031;41-20;41
2668;29690;certified medical assistant;31-9092;31-90;31
2669;29690;certified medical assistant;31-9092;31-90;31
2670;29690;certified nursing assistant;31-1131;31-10;31
2671;29712;facility access representative;29-2099;29-20;29
2672;29712;customer assistance team;43-4051;43-40;43
2673;29712;credit analyst;13-2041;13-20;13
2674;29712;collections representative;43-3011;43-30;43
2675;29712;collections representative;43-3011;43-30;43
2676;29742;administrative assistant;43-6014;43-60;43
2677;29742;business management;13-1111;13-10;13
2678;29742;sales associate;41-2031;41-20;41
2679;29775;lead retail sales representative;41-2031;41-20;41
2680;29775;retail sales consultant;41-2031;41-20;41
2681;29775;universal sales rep;41-3021;41-30;41
2682;29775;cashier counter person food preparation;35-3023;35-30;35
2683;29775;file clerk;43-4071;43-40;43
2684;29902;sales associate;41-2031;41-20;41
2685;29902;administrative assistant;43-6014;43-60;43
2686;29903;executive assistant;43-6011;43-60;43
2687;29903;executive assistant;43-6011;43-60;43
2688;29927;auto claim representative;43-4051;43-40;43
2689;29927;auto claim processor;43-4051;43-40;43
2690;30007;cashier;41-2011;41-20;41
2691;30007;cashier;41-2011;41-20;41
2692;30007;cashier;41-2011;41-20;41
2693;30019;pre loader;53-7062;53-70;53
2694;30019;operations manager;11-1021;11-10;11
2695;30019;maintenence;49-9071;49-90;49
2696;30019;office manager;43-1011;43-10;43
2697;30063;supervisor josh kernan;51-1011;51-10;51
2698;30063;supervisor jeff henry;43-1011;43-10;43
2699;30063;supervisor marry sneed;51-1011;51-10;51
2700;30063;customer service merchandise display stock apparel store organization;41-2031;41-20;41
2701;30166;adawe advisor;13-2052;13-20;13
2702;30166;diversity dimension chairperson;11-9033;11-90;11
2703;30166;ottawa university diversity committee chairperson;11-9033;11-90;11
2704;30166;academic advisor;21-1012;21-10;21
2705;30166;director advising;11-9033;11-90;11
2706;30180;senior credit collection specialist;43-3011;43-30;43
2707;30180;internal auditor;13-2011;13-20;13
2708;30180;internal auditor;13-2011;13-20;13
2709;30180;internal auditor mfc;13-2011;13-20;13
2710;30180;collections representative;43-3011;43-30;43
2711;30184;coffee shop worker;35-3023;35-30;35
2712;30184;sales associate;41-2031;41-20;41
2713;30184;desk assistant;43-6014;43-60;43
2714;30193;customer service answering phone lines;43-4051;43-40;43
2715;30193;package handler material handler;53-7062;53-70;53
2716;30193;cashier pro shop associate;41-2011;41-20;41
2717;30257;registered nurse progressive care telemetry trauma;29-1141;29-10;29
2718;30257;customer service representative;43-4051;43-40;43
2719;30257;student nurse progressive care telemetry;29-1141;29-10;29
2720;30260;receptionist administrative assistant;43-6014;43-60;43
2721;30260;customer service supervisor;43-1011;43-10;43
2722;30260;receptionist;43-4171;43-40;43
2723;30313;supervisor;51-1011;51-10;51
2724;30313;supervisor;51-1011;51-10;51
2725;30313;network administrator;15-1244;15-12;15
2726;30322;office assistant;43-6014;43-60;43
2727;30322;csr;43-4051;43-40;43
2728;30322;sales associate ladies dept;41-2031;41-20;41
2729;30322;secretary ii ns&m dean office;43-6014;43-60;43
2730;30322;sales associate towel dept;41-2031;41-20;41
2731;30322;administrative assistant temp;43-6014;43-60;43
2732;30329;administration medical treatments;31-9092;31-90;31
2733;30329;licensed practical nurse;29-2061;29-20;29
2734;30329;administration medical treatments;31-9092;31-90;31
2735;30329;circulating nurse;29-1141;29-10;29
2736;30329;circulating nurse;29-1141;29-10;29
2737;30329;circulating nurse;29-1141;29-10;29
2738;30329;circulating nurse;29-1141;29-10;29
2739;30336;marketing assistant;43-6014;43-60;43
2740;30336;marketing assistant firestarter marketing;13-1161;13-10;13
2741;30336;office assistant;43-6014;43-60;43
2742;30342;data entry;43-9021;43-90;43
2743;30342;order puller;53-7065;53-70;53
2744;30342;customer service representative;43-4051;43-40;43
2745;30346;office manager;43-1011;43-10;43
2746;30346;administrative assistant;43-6014;43-60;43
2747;30358;strategic marketing executive assistant;43-6011;43-60;43
2748;30358;executive assistant smithfield;43-6011;43-60;43
2749;30358;participant services representative;43-4051;43-40;43
2750;30407;inbound sales manager;41-1012;41-10;41
2751;30407;customer care supervisor;43-1011;43-10;43
2752;30407;customer account executive;41-4012;41-40;41
2753;30407;corporate travel agent;41-3041;41-30;41
2754;30407;senior reservation supervisor;43-1011;43-10;43
2755;30422;office manager;43-1011;43-10;43
2756;30422;host server togo tech;15-1244;15-12;15
2757;30422;office assistant;43-6014;43-60;43
2758;30423;technician;29-2052;29-20;29
2759;30423;technician;29-2052;29-20;29
2760;30482;marketing associate;13-1161;13-10;13
2761;30482;marketing intern;13-1161;13-10;13
2762;30515;administrative assistant 2nd level help desk;43-6014;43-60;43
2763;30515;client support specialist iii ad migration team desktop;15-1232;15-12;15
2764;30515;information processor administrative assistant;43-6014;43-60;43
2765;30530;senior technology assistant customer assistance supervisor;41-1011;41-10;41
2766;30530;waitress;35-3031;35-30;35
2767;30641;inventory specialist;53-7065;53-70;53
2768;30641;event coordinator;13-1121;13-10;13
2769;30641;loan processor;43-4131;43-40;43
2770;30641;loss mitigation specialist;33-9099;33-90;33
2771;30641;counselor;21-1012;21-10;21
2772;30725;shipping receiving clerk;43-5071;43-50;43
2773;30725;merchandise handler;53-7062;53-70;53
2774;30725;sales associate;41-2031;41-20;41
2775;30776;advanced customer service;43-4051;43-40;43
2776;30776;office manager;43-1011;43-10;43
2777;30776;desk assistant manager;43-6014;43-60;43
2778;30776;jr. loan officer;13-2072;13-20;13
2779;30783;operations manager;11-1021;11-10;11
2780;30783;director operations;11-1021;11-10;11
2781;30783;operations manager;11-1021;11-10;11
2782;30783;billing collections coordinator;43-1011;43-10;43
2783;30783;strategic calendar coordinator;43-6011;43-60;43
2784;30993;cashier;41-2011;41-20;41
2785;30993;cashier;41-2011;41-20;41
2786;31026;co founder financial manager;11-3031;11-30;11
2787;31026;senior financial analyst;13-2051;13-20;13
2788;31026;financial analyst;13-2051;13-20;13
2789;31026;research analyst;13-1161;13-10;13
2790;31043;event coordinator;13-1121;13-10;13
2791;31043;medical administrative assistant;43-6013;43-60;43
2792;31043;medical administrative assistant;43-6013;43-60;43
2793;31043;collection specialist;43-3011;43-30;43
2794;31045;vice president;11-1011;11-10;11
2795;31045;bank teller;43-3071;43-30;43
2796;31045;bank teller;43-3071;43-30;43
2797;31045;bank teller;43-3071;43-30;43
2798;31189;marketing manger;11-2021;11-20;11
2799;31189;customer service;43-4051;43-40;43
2800;31189;cashier;41-2011;41-20;41
2801;31198;groupleader stocker;53-7065;53-70;53
2802;31198;quality line inspector quality tester;51-9061;51-90;51
2803;31198;machine operator;51-9111;51-90;51
2804;31198;licensed forklift operator;53-7051;53-70;53
2805;31198;finial quality inspector;51-9061;51-90;51
2806;31198;forklift operator;53-7051;53-70;53
2807;31198;forklift operator;53-7051;53-70;53
2808;31243;medical receptionist;43-4171;43-40;43
2809;31243;night manager;11-9081;11-90;11
2810;31270;office clerk;43-9061;43-90;43
2811;31270;certified nursing assistant cna;31-1131;31-10;31
2812;31270;secretary typing;43-6014;43-60;43
2813;31300;administrative assistant technical support lead;43-6014;43-60;43
2814;31300;receptionist;43-4171;43-40;43
2815;31300;customer specialist;43-4051;43-40;43
2816;31369;vice president estimating;11-1011;11-10;11
2817;31369;network administrator;15-1244;15-12;15
2818;31369;chief estimator;13-1051;13-10;13
2819;31440;pc technician;15-1232;15-12;15
2820;31440;sales associate;41-2031;41-20;41
2821;31440;medical records clerk;29-2072;29-20;29
2822;31440;order entry clerk;43-4151;43-40;43
2823;31440;customer relations representative;43-4051;43-40;43
2824;31514;help desk analyst;15-1232;15-12;15
2825;31514;help desk analyst;15-1232;15-12;15
2826;31537;food nutritionist specialist;29-1031;29-10;29
2827;31537;administrator;15-1244;15-12;15
2828;31584;group operations manager;11-1021;11-10;11
2829;31584;group service representative;43-4051;43-40;43
2830;31584;customer service;43-4051;43-40;43
2831;31584;senior customer service;43-1011;43-10;43
2832;31619;sales manager;11-2022;11-20;11
2833;31619;pc services supervisor;15-1232;15-12;15
2834;31686;transportation officer driver trainer;53-3032;53-30;53
2835;31686;delivery driver installation;53-3033;53-30;53
2836;31722;dock clerk;43-5071;43-50;43
2837;31722;leather manufacturer;41-4012;41-40;41
2838;31815;sales agent;41-3021;41-30;41
2839;31815;collections agent;43-3011;43-30;43
2840;31856;marketing specialist;13-1161;13-10;13
2841;31856;executive assistant shareholders;43-6011;43-60;43
2842;31856;pr assistant;43-6014;43-60;43
2843;31862;executive director;11-1011;11-10;11
2844;31862;street outreach administrator;11-9151;11-90;11
2845;31889;retail sales manager;41-1011;41-10;41
2846;31889;sales marketing associate;41-3011;41-30;41
2847;31927;hospice virginia;29-1141;29-10;29
2848;31927;administrator director maintain;11-9032;11-90;11
2849;31927;educator;25-2021;25-20;25
2850;31927;workshop presenter;13-1151;13-10;13
2851;31937;assistant treasurer;43-6014;43-60;43
2852;31937;volunteer income tax assistance vita;13-2011;13-20;13
2853;31937;president;11-1011;11-10;11
2854;32081;consultant;13-1111;13-10;13
2855;32081;temporary desk receptionist;43-4171;43-40;43
2856;32085;hvac gas oil service technician installer;49-9021;49-90;49
2857;32085;hvac gas oil service technician installer;49-9021;49-90;49
2858;32085;mechanic plumber;47-2152;47-20;47
2859;32103;clinical coordinator ambulatory pediatrics;29-1141;29-10;29
2860;32103;clinical nurse coordinator;29-1141;29-10;29
2861;32103;clinical nurse ii;29-1141;29-10;29
2862;32103;rn emergency department;29-1141;29-10;29
2863;32103;traveler rn emergency department;29-1141;29-10;29
2864;32103;rn emergency department;29-1141;29-10;29
2865;32172;senior collection specialist;43-3011;43-30;43
2866;32172;senior collection specialist;43-3011;43-30;43
2867;32172;collection specilist;43-3011;43-30;43
2868;32211;office recruiting assistant;43-9061;43-90;43
2869;32211;administrative assistant office manager human resources;43-6011;43-60;43
2870;32233;market research;13-1161;13-10;13
2871;32233;customer service transfer calls;43-4051;43-40;43
2872;32259;staff nurse;29-1141;29-10;29
2873;32259;kiosk sales manager;41-1011;41-10;41
2874;32259;facility nurse health safety;29-1141;29-10;29
2875;32268;manager;11-1021;11-10;11
2876;32268;manager;11-1021;11-10;11
2877;32268;manager;11-1021;11-10;11
2878;32298;administrative assistant;43-6014;43-60;43
2879;32298;office manager;43-1011;43-10;43
2880;32325;materials engineer;17-2131;17-20;17
2881;32325;structural proj engineer;17-2051;17-20;17
2882;32325;structural proj engineer;17-2051;17-20;17
2883;32325;structural proj engineer;17-2051;17-20;17
2884;32325;structural proj engineer;17-2051;17-20;17
2885;32357;forklift operator;53-7051;53-70;53
2886;32357;electrical apprentice;47-2111;47-20;47
2887;32357;fast food worker;35-3023;35-30;35
2888;32449;administrative assistant;43-6014;43-60;43
2889;32449;office manager;43-1011;43-10;43
2890;32449;office manager;43-1011;43-10;43
2891;32475;general labor;51-9198;51-90;51
2892;32475;order picker;53-7065;53-70;53
2893;32487;cna;31-1131;31-10;31
2894;32487;customer service representative cashier;43-4051;43-40;43
2895;32515;key bartender;35-3011;35-30;35
2896;32515;server bartender expo hostess carside;35-3031;35-30;35
2897;32523;pension annuity counselor;13-2052;13-20;13
2898;32523;assistant buyer;13-1023;13-10;13
2899;32523;territory manager;11-2022;11-20;11
2900;32546;branch manager;11-1021;11-10;11
2901;32546;general manager;11-1021;11-10;11
2902;32546;o'hare airport manager;11-3071;11-30;11
2903;32546;assistant city manager;11-1011;11-10;11
2904;32546;operations manager;11-1021;11-10;11
2905;32546;manager;11-1021;11-10;11
2906;32599;store manager;11-1021;11-10;11
2907;32599;sales associate warehouse associate;41-4012;41-40;41
2908;32623;pc helpdesk technician;15-1232;15-12;15
2909;32623;pc helpdesk specialist;15-1232;15-12;15
2910;32623;technical contractor;11-9021;11-90;11
2911;32623;computer operator;15-1299;15-12;15
2912;32623;computer operator;15-1299;15-12;15
2913;32623;computer operator;15-1299;15-12;15
2914;32654;optician;29-2081;29-20;29
2915;32654;customer service cashier;41-2011;41-20;41
2916;32654;management customer service;43-1011;43-10;43
2917;32671;intake outreach case manager;21-1093;21-10;21
2918;32671;prevention specialist;21-1093;21-10;21
2919;32671;mobile crisis counselor;21-1014;21-10;21
2920;32671;family rehabilitation counselor;21-1015;21-10;21
2921;32671;substance abuse counselor;21-1011;21-10;21
2922;32675;lead grade teacher;25-2021;25-20;25
2923;32675;credit manager credit analyst account executive;13-2041;13-20;13
2924;32692;administrative assistant;43-6014;43-60;43
2925;32692;license title clerk;43-4031;43-40;43
2926;32773;customer service representative;43-4051;43-40;43
2927;32773;customer care representative;43-4051;43-40;43
2928;32773;executive assistant pastor;43-6011;43-60;43
2929;32773;customer service;43-4051;43-40;43
2930;32773;supervisor;51-1011;51-10;51
2931;32773;receptionist;43-4171;43-40;43
2932;32773;administrative office manager;43-1011;43-10;43
2933;32773;bilingual desk receptionist;43-4171;43-40;43
2934;32794;office manager operations manager hr;11-1021;11-10;11
2935;32794;purchasing manager;11-3061;11-30;11
2936;32794;purchasing sales coordinator customer service;43-1011;43-10;43
2937;32818;rn;29-1141;29-10;29
2938;32818;rn;29-1141;29-10;29
2939;32818;emergency room nurse;29-1141;29-10;29
2940;32818;er rn;29-1141;29-10;29
2941;32818;staff nurse rn telemetry float;29-1141;29-10;29
2942;32818;lpn;29-2061;29-20;29
2943;32818;lpn emergency room;29-2061;29-20;29
2944;32832;desk receptionist volunteer;43-4171;43-40;43
2945;32832;classified ad rep;43-4151;43-40;43
2946;32832;classified ad rep;43-4151;43-40;43
2947;32832;classified ad rep;43-4151;43-40;43
2948;32832;classified ad rep;43-4151;43-40;43
2949;32832;insurance administrative assistant;43-6014;43-60;43
2950;32832;receptionist;43-4171;43-40;43
2951;32869;retail store manager;11-1021;11-10;11
2952;32869;construction worker;47-2061;47-20;47
2953;32894;classroom teacher;25-2021;25-20;25
2954;32894;classroom teacher;25-2021;25-20;25
2955;32894;trainer production coordinator;43-5061;43-50;43
2956;32894;team facilitator industrial floor lead;51-1011;51-10;51
2957;32913;customer service represenative;43-4051;43-40;43
2958;32913;administrative assistant;43-6014;43-60;43
2959;32913;receptionist;43-4171;43-40;43
2960;32913;service cashier;41-2011;41-20;41
2961;32923;insurance producer financial advisor;13-2052;13-20;13
2962;32923;consultant sales associate;41-2031;41-20;41
2963;32923;retail store owner;11-1021;11-10;11
2964;32923;manager;11-1021;11-10;11
2965;32937;administrative assistant customer service representative hr manager;43-4051;43-40;43
2966;32937;administrative assistant sales customer service representative;43-4051;43-40;43
2967;32953;maintenance mechanic;49-9071;49-90;49
2968;32953;supervisor;51-1011;51-10;51
2969;32964;general manager;11-1021;11-10;11
2970;32964;insurance sales agent;41-3021;41-30;41
2971;32964;general manager;11-1021;11-10;11
2972;32964;general manager;11-1021;11-10;11
2973;32964;general manager;11-1021;11-10;11
2974;32964;general manager;11-1021;11-10;11
2975;33009;senior trade desk associate;43-4051;43-40;43
2976;33009;internal audit investigator;13-2011;13-20;13
2977;33010;software test specialist;15-1253;15-12;15
2978;33010;specialist accountant;13-2011;13-20;13
2979;33064;vice president operations;11-1021;11-10;11
2980;33064;operations manager office manager;11-1021;11-10;11
2981;33093;key account representative;41-4012;41-40;41
2982;33093;kay account representative;41-4012;41-40;41
2983;33093;senior account representative;41-4012;41-40;41
2984;33093;territory account representative;41-4012;41-40;41
2985;33093;senior account representative;41-4012;41-40;41
2986;33093;sales territory representative;41-4012;41-40;41
2987;33093;sales volume;41-2031;41-20;41
2988;33180;assistant director admissions admissions;11-9033;11-90;11
2989;33180;admissions counselor;21-1012;21-10;21
2990;33180;director admissions;11-9033;11-90;11
2991;33227;senior administrative assistant process engineering;43-6011;43-60;43
2992;33227;administrative executive level support based assignment;43-6011;43-60;43
2993;33227;administrative assistant;43-6014;43-60;43
2994;33230;office assistant temp;43-6014;43-60;43
2995;33230;server waitress;35-3031;35-30;35
2996;33230;file clerk temp;43-4071;43-40;43
2997;33230;desk office assistant;43-9061;43-90;43
2998;33264;business analyst;13-1111;13-10;13
2999;33264;conversion system analyst glendale safe deposit box;15-1211;15-12;15
3000;33264;operations control specialist mellon bank;13-1199;13-10;13
3001;33264;operations control specialist mellon retail deposit accounting;13-1199;13-10;13
3002;33264;coin clerk mellon cash center;41-2011;41-20;41
3003;33336;financial analyst;13-2051;13-20;13
3004;33336;account executive;41-4012;41-40;41
3005;33437;armed security guard;33-9032;33-90;33
3006;33437;armed security officer;33-9032;33-90;33
3007;33478;cashier;41-2011;41-20;41
3008;33478;cashier;41-2011;41-20;41
3009;33558;certified nursing assistant license state ky;31-1131;31-10;31
3010;33558;counselor tutor;21-1012;21-10;21
3011;33564;production clerk;43-5061;43-50;43
3012;33564;excellent customer service customers;43-4051;43-40;43
3013;33564;receptionist;43-4171;43-40;43
3014;33636;parts counter person;41-2022;41-20;41
3015;33636;property manager;11-9141;11-90;11
3016;33636;production coordinator;51-1011;51-10;51
3017;33654;west home customer service;43-1011;43-10;43
3018;33654;dump truck driver crew leader;53-3032;53-30;53
3019;33654;waitress karaoke host;35-3031;35-30;35
3020;33654;cashier;41-2011;41-20;41
3021;33680;follow coordinator;43-6014;43-60;43
3022;33680;van driver intake worker;53-3032;53-30;53
3023;33704;sales associate;41-2031;41-20;41
3024;33704;assistant;43-6014;43-60;43
3025;33705;field operations manager raleigh region;11-1021;11-10;11
3026;33705;marketing research consultant pharmaceutical markets;13-1161;13-10;13
3027;33705;senior project manager;13-1082;13-10;13
3028;33705;product marketing manager data equipment services;11-2021;11-20;11
3029;33705;product market manager;11-2021;11-20;11
3030;33705;manager;11-1021;11-10;11
3031;33705;manager engineering development program;11-9041;11-90;11
3032;33705;product financial analyst;13-2051;13-20;13
3033;33784;payroll associate time;43-3051;43-30;43
3034;33784;administrative account assistant time;43-6014;43-60;43
3035;33784;office assistant time;43-6014;43-60;43
3036;33787;warehouse tech;53-7065;53-70;53
3037;33787;driver;53-3032;53-30;53
3038;33817;control numerical operator;51-9161;51-90;51
3039;33817;control numerical control operator;51-9161;51-90;51
3040;33817;control numerical control operator;51-9161;51-90;51
3041;33817;control numerical control operator;51-9161;51-90;51
3042;33831;accounting clerk beginning level;43-3031;43-30;43
3043;33831;sales assistant;41-2031;41-20;41
3044;33831;clerical;43-9061;43-90;43
3045;33831;drafter administrative assistant;43-6014;43-60;43
3046;33895;lsm associate iii upstream operations department;13-1199;13-10;13
3047;33895;uss mason ddg engineering department gas turbine propulsion plant lead;17-2141;17-20;17
3048;33895;u.s. naval hospital usnh certified alcohol drugs counselor adc;21-1011;21-10;21
3049;33957;office manager;43-1011;43-10;43
3050;33957;leasing assistant manager;11-9141;11-90;11
3051;33982;facility manager manage store inventory control;11-1021;11-10;11
3052;33982;vp operations;11-1021;11-10;11
3053;33988;office supervisor;43-1011;43-10;43
3054;33988;office assistant;43-6014;43-60;43
3055;33988;office assistant;43-6014;43-60;43
3056;34011;driver;53-3032;53-30;53
3057;34011;driver dispatcher;43-5032;43-50;43
3058;34011;driver;53-3032;53-30;53
3059;34011;driver;53-3032;53-30;53
3060;34011;efulfillment;53-7065;53-70;53
3061;34084;patient care advocate;29-2099;29-20;29
3062;34084;sales consultant;41-2031;41-20;41
3063;34084;advertising marketing research coder;13-1161;13-10;13
3064;34084;pharmacy clerk;31-9095;31-90;31
3065;34109;certified pharmacy technician;29-2052;29-20;29
3066;34109;extern pharmacy technician;29-2052;29-20;29
3067;34169;administrative assistant;43-6014;43-60;43
3068;34169;administrative assistant;43-6014;43-60;43
3069;34169;data entry office clerk;43-9061;43-90;43
3070;34169;data entry clerk foreclosure bankruptcy department;43-9021;43-90;43
3071;34175;subrogation specialist administrative assistant;43-6011;43-60;43
3072;34175;customer service;43-4051;43-40;43
3073;34175;dispatcher;43-5032;43-50;43
3074;34236;b2b sales;41-4012;41-40;41
3075;34236;b2c sales;41-4012;41-40;41
3076;34236;high end cosmetics counter manager;41-1011;41-10;41
3077;34236;technical support rep;15-1232;15-12;15
3078;34239;slot technician;49-9091;49-90;49
3079;34239;system support engineer;15-1244;15-12;15
3080;34239;technical support engineer;15-1244;15-12;15
3081;34239;pc technician;15-1232;15-12;15
3082;34239;pc technician;15-1232;15-12;15
3083;34239;microcomputer specialist;15-1232;15-12;15
3084;34239;computer technician;15-1232;15-12;15
3085;34239;computer technician;15-1232;15-12;15
3086;34277;store manager;11-1021;11-10;11
3087;34277;repair support tech iii;15-1232;15-12;15
3088;34277;sales clerk ii;41-2031;41-20;41
3089;34277;program support tech sr;15-1232;15-12;15
3090;34277;morse code analyst;15-1211;15-12;15
3091;34280;customer service manager;43-1011;43-10;43
3092;34280;executive team leader human resources;11-3121;11-30;11
3093;34280;executive team leader human resources;11-3121;11-30;11
3094;34280;human resource intern;43-4161;43-40;43
3095;34360;supervisor;51-1011;51-10;51
3096;34360;bilingual account executive;41-4012;41-40;41
3097;34365;office supervisor;43-1011;43-10;43
3098;34365;director operations;11-1021;11-10;11
3099;34365;sales manager;11-2022;11-20;11
3100;34373;bookkeeper;43-3031;43-30;43
3101;34373;bookkeeper;43-3031;43-30;43
3102;34373;administration;15-1244;15-12;15
3103;34373;charge bookkeeper;43-3031;43-30;43
3104;34373;charge bookkeeper benefit payroll coordinator;43-3031;43-30;43
3105;34389;medical claims processor;43-9041;43-90;43
3106;34389;cashier;41-2011;41-20;41
3107;34402;cashier;41-2011;41-20;41
3108;34402;stocker cashier stock clerks sales floor;53-7065;53-70;53
3109;34402;stocker stock clerks stockroom storage yard;53-7065;53-70;53
3110;34402;stocker production workers;53-7062;53-70;53
3111;34402;stocker production workers;53-7062;53-70;53
3112;34511;president investment sales portfolio management;11-3031;11-30;11
3113;34511;corporate insurance investment account executive;41-3031;41-30;41
3114;34531;director;11-1011;11-10;11
3115;34531;senior vice president executive east coast operations;11-1011;11-10;11
3116;34531;manager california field operations;11-1021;11-10;11
3117;34540;office manager;43-1011;43-10;43
3118;34540;loan specialist ii closer;43-4131;43-40;43
3119;34540;customer service specialist processor closer;43-4051;43-40;43
3120;34540;customer service specialist processor;43-4051;43-40;43
3121;34540;executive assistant;43-6011;43-60;43
3122;34564;cna trainee;31-1131;31-10;31
3123;34564;customer service;43-4051;43-40;43
3124;34564;customer service;43-4051;43-40;43
3125;34633;hostess server;35-3031;35-30;35
3126;34633;data input specialist;43-9021;43-90;43
3127;34681;customer service associate;43-4051;43-40;43
3128;34681;accounts payable;43-3031;43-30;43
3129;34707;claims representative;43-9041;43-90;43
3130;34707;epp consultant;13-1111;13-10;13
3131;34707;sales associate;41-2031;41-20;41
3132;34737;packaging operator;51-9111;51-90;51
3133;34737;patient care technician;31-1131;31-10;31
3134;34737;packaging operator;51-9111;51-90;51
3135;34746;finance manager;11-3031;11-30;11
3136;34746;financial aid administrator;11-9033;11-90;11
3137;34746;assistant contracts manager;43-6014;43-60;43
3138;34746;property manager;11-9141;11-90;11
3139;34746;assistant property manager;11-9141;11-90;11
3140;34746;commercial mortgage administrator;13-2072;13-20;13
3141;34752;security gate guard;33-9032;33-90;33
3142;34752;security guard;33-9032;33-90;33
3143;34752;parts driver warehouse work local interstate deliveries;53-3033;53-30;53
3144;34752;steel roll quality control inspector forklift driver laborer;51-9061;51-90;51
3145;34758;desk representative;43-4051;43-40;43
3146;34758;customer service representative;43-4051;43-40;43
3147;34758;cpa;13-2011;13-20;13
3148;34758;accounting office representative;43-9061;43-90;43
3149;34758;receptionist;43-4171;43-40;43
3150;34761;mortgage loan vendor support processing manager;13-2072;13-20;13
3151;34761;mortgage loan coordinator ii;43-4131;43-40;43
3152;34761;loan coordinator ii client service representative;43-4051;43-40;43
3153;34761;loan coordinator ii underwriter;13-2072;13-20;13
3154;34761;home service specialist underwriter;41-3021;41-30;41
3155;34761;personal banker private client specialist;13-2052;13-20;13
