;Src;Dst;Weight
1513;2980;2437;1
1514;2984;1374;1
1515;2986;2987;1
1516;2990;2991;1
1517;2992;2992;1
1518;2993;2994;1
1519;788;2995;1
1520;22;22;1
1521;230;2998;1
1522;2999;3000;1
1523;3003;851;1
1524;3004;3005;1
1525;3008;3009;1
1526;771;771;1
1527;66;41;1
1528;3012;429;1
1529;309;309;1
1530;2368;3013;1
1531;3016;3017;1
1532;3018;3018;1
1533;54;53;1
1534;8;3021;1
1535;309;309;1
1536;3025;3026;1
1537;3028;49;1
1538;3029;3030;1
1539;53;42;1
1540;212;3032;1
1541;132;132;1
1542;3033;3034;1
1543;3035;454;1
1544;3036;108;1
1545;3037;309;1
1546;1111;3038;1
1547;102;3039;1
1548;103;103;1
1549;3044;2556;1
1550;22;3047;1
1551;11;53;1
1552;49;3048;1
1553;3051;3052;1
1554;24;3056;1
1555;3060;3061;1
1556;3063;3064;1
1557;3066;3066;1
1558;102;3068;1
1559;53;3069;1
1560;3072;3073;1
1561;212;1763;1
1562;3074;3075;1
1563;208;3077;1
1564;3078;3079;1
1565;3080;295;1
1566;3081;3082;1
1567;3083;641;1
1568;1217;3084;1
1569;2337;3090;1
1570;82;1888;1
1571;3091;3091;1
1572;3092;3093;1
1573;3094;3094;1
1574;53;11;1
1575;3095;3096;1
1576;3098;1197;1
1577;42;3099;1
1578;3101;405;1
1579;3102;3103;1
1580;54;1938;1
1581;3105;3106;1
1582;3107;2369;1
1583;951;3108;1
1584;3109;52;1
1585;11;53;1
1586;197;54;1
1587;11;11;1
1588;3111;3112;1
1589;896;2647;1
1590;48;3114;1
1591;309;3115;1
1592;3117;220;1
1593;3118;3119;1
1594;3121;3122;1
1595;3124;3125;1
1596;3126;138;1
1597;3130;803;1
1598;3131;3132;1
1599;1418;3133;1
1600;3134;13;1
1601;3135;3136;1
1602;23;230;1
1603;3141;1330;1
1604;3143;3144;1
1605;3146;3147;1
1606;11;3148;1
1607;309;3150;1
1608;3153;3154;1
1609;52;3156;1
1610;3157;2799;1
1611;890;3031;1
1612;2075;647;1
1613;3159;49;1
1614;91;3160;1
1615;322;3162;1
1616;90;108;1
1617;34;3163;1
1618;343;3165;1
1619;3166;3167;1
1620;3169;3170;1
1621;3171;3172;1
1622;3174;2369;1
1623;3177;3178;1
1624;3180;3181;1
1625;2466;3185;1
1626;343;3186;1
1627;81;81;1
1628;3187;49;1
1629;930;1653;1
1630;3188;90;1
1631;480;480;1
1632;2457;43;1
1633;14;3189;1
1634;3190;2569;1
1635;287;3194;1
1636;3196;3197;1
1637;776;941;1
1638;3201;3201;1
1639;464;3203;1
1640;53;3206;1
1641;3207;3208;1
1642;3210;3211;1
1643;3213;3214;1
1644;2785;3216;1
1645;3217;3218;1
1646;13;3220;1
1647;136;52;1
1648;47;3225;1
1649;3226;3227;1
1650;3229;786;1
1651;552;3230;1
1652;2480;3231;1
1653;3233;3234;1
1654;3235;3236;1
1655;118;2036;1
1656;1197;3238;1
1657;26;3239;1
1658;3240;2921;1
1659;3244;3244;1
1660;3245;52;1
1661;3247;1803;1
1662;3250;3251;1
1663;3253;3254;1
1664;212;212;1
1665;272;3256;1
1666;66;418;1
1667;3257;3258;1
1668;3259;3259;1
1669;11;121;1
1670;3261;3261;1
1671;376;53;1
1672;580;3262;1
1673;3266;3267;1
1674;3272;3273;1
1675;66;3274;1
1676;1711;1711;1
1677;3278;3279;1
1678;3280;3281;1
1679;3285;1190;1
1680;23;20;1
1681;49;121;1
1682;938;309;1
1683;2569;2569;1
1684;3288;43;1
1685;3289;121;1
1686;1381;3290;1
1687;3291;3292;1
1688;3293;3294;1
1689;3297;3298;1
1690;3299;1849;1
1691;857;355;1
1692;3300;3301;1
1693;3302;3303;1
1694;454;454;1
1695;3305;53;1
1696;3306;1008;1
1697;3309;3310;1
1698;3311;534;1
1699;1198;3313;1
1700;3316;88;1
1701;2956;683;1
1702;3318;11;1
1703;3319;3320;1
1704;577;3321;1
1705;429;103;1
1706;3323;3324;1
1707;3325;3326;1
1708;53;3329;1
1709;135;5;1
1710;49;3334;1
1711;219;2733;1
1712;84;1395;1
1713;309;3335;1
1714;447;447;1
1715;52;11;1
1716;261;53;1
1717;3336;3337;1
1718;3341;3342;1
1719;3346;3347;1
1720;1530;3348;1
1721;3349;3350;1
1722;2369;392;1
1723;3356;3357;1
1724;3358;11;1
1725;3360;938;1
1726;3363;1933;1
1727;3364;536;1
1728;3366;3367;1
1729;3369;287;1
1730;53;1072;1
1731;3370;1547;1
1732;3371;1499;1
1733;355;355;1
1734;322;343;1
1735;2909;3374;1
1736;1175;3375;1
1737;3377;1112;1
1738;2966;803;1
1739;221;180;1
1740;683;3378;1
1741;52;103;1
1742;280;508;1
1743;273;3380;1
1744;56;3384;1
1745;295;930;1
1746;481;2325;1
1747;146;146;1
1748;3296;3385;1
1749;41;108;1
1750;2346;3387;1
1751;3389;3390;1
1752;11;11;1
1753;1535;3391;1
1754;3392;644;1
1755;3394;280;1
1756;54;80;1
1757;3396;3036;1
1758;910;80;1
1759;3397;1996;1
1760;3398;3399;1
1761;2555;52;1
1762;4;1834;1
1763;3404;3405;1
1764;3408;3409;1
1765;385;454;1
1766;3411;103;1
1767;3412;3413;1
1768;3415;699;1
1769;3416;3417;1
1770;309;11;1
1771;81;81;1
1772;343;343;1
1773;3420;2038;1
1774;3421;3421;1
1775;3425;589;1
1776;53;53;1
1777;3426;1989;1
1778;1470;3428;1
1779;146;52;1
1780;3429;41;1
1781;49;2334;1
1782;3431;3432;1
1783;3433;67;1
1784;3435;3436;1
1785;3437;3438;1
1786;3441;3442;1
1787;3443;3444;1
1788;3449;3450;1
1789;322;322;1
1790;49;1689;1
1791;683;683;1
1792;3453;1938;1
1793;3454;3455;1
1794;91;3458;1
1795;3459;3460;1
1796;429;3464;1
1797;3467;52;1
1798;34;3468;1
1799;102;121;1
1800;3469;5;1
1801;2149;3475;1
1802;1112;3476;1
1803;2628;370;1
1804;309;13;1
1805;3477;3478;1
1806;3479;3480;1
1807;219;3482;1
1808;1849;1849;1
1809;11;11;1
1810;208;11;1
1811;3484;3485;1
1812;3486;2747;1
1813;513;3012;1
1814;3020;11;1
1815;3490;1752;1
1816;913;681;1
1817;2369;11;1
1818;429;3494;1
1819;846;3495;1
1820;3496;515;1
1821;3497;318;1
1822;52;3499;1
1823;3500;53;1
1824;273;1107;1
1825;3503;753;1
1826;146;3505;1
1827;1711;1711;1
1828;132;3506;1
1829;3508;54;1
1830;219;34;1
1831;417;3510;1
1832;3511;3512;1
1833;3514;3515;1
1834;309;3516;1
1835;3518;3519;1
1836;689;5;1
1837;3521;3522;1
1838;519;5;1
1839;1545;3525;1
1840;3528;3529;1
1841;3530;42;1
1842;823;287;1
1843;90;3531;1
1844;825;3532;1
1845;3535;249;1
1846;3537;11;1
1847;997;3538;1
1848;989;537;1
1849;3544;3545;1
1850;3546;3547;1
1851;413;413;1
1852;2556;376;1
1853;132;644;1
1854;102;869;1
1855;43;1834;1
1856;26;26;1
1857;430;3557;1
1858;3558;753;1
1859;56;66;1
1860;309;101;1
1861;3567;3568;1
1862;3569;3570;1
1863;3571;3572;1
1864;395;3573;1
1865;3574;3575;1
1866;3576;3577;1
1867;3578;49;1
1868;3579;3580;1
1869;3583;3584;1
1870;3586;3587;1
1871;3589;3590;1
1872;67;67;1
1873;3591;3592;1
1874;2716;2716;1
1875;3597;3598;1
1876;47;3599;1
1877;82;3602;1
1878;3603;309;1
1879;3604;3605;1
1880;1197;1197;1
1881;3606;3607;1
1882;53;3610;1
1883;16;309;1
1884;230;230;1
1885;3612;2594;1
1886;53;3613;1
1887;3614;174;1
1888;3616;845;1
1889;3617;18;1
1890;34;470;1
1891;951;432;1
1892;309;3618;1
1893;1021;309;1
1894;3620;3621;1
1895;3622;3623;1
1896;1212;1212;1
1897;3624;3625;1
1898;3627;3628;1
1899;261;3630;1
1900;867;3632;1
1901;188;3634;1
1902;42;42;1
1903;273;405;1
1904;1665;3640;1
1905;3641;3642;1
1906;3647;3648;1
1907;90;1072;1
1908;3652;108;1
1909;3653;3654;1
1910;3655;3656;1
1911;54;2747;1
1912;3658;3659;1
1913;3661;3662;1
1914;3664;3665;1
1915;41;845;1
1916;220;3667;1
1917;532;796;1
1918;1647;121;1
1919;1971;3670;1
1920;3673;3674;1
1921;2535;1479;1
1922;3675;3676;1
1923;3677;512;1
1924;40;40;1
1925;3679;736;1
1926;272;3681;1
1927;3683;42;1
1928;1072;3687;1
1929;330;3689;1
1930;3692;3693;1
1931;782;302;1
1932;460;3694;1
1933;3696;3697;1
1934;3701;3702;1
1935;3704;3704;1
1936;1079;3706;1
1937;3707;135;1
1938;3708;699;1
1939;454;2849;1
1940;2116;3710;1
1941;11;11;1
1942;744;54;1
1943;90;90;1
1944;3713;204;1
1945;3715;3716;1
1946;3717;3718;1
1947;81;54;1
1948;3720;121;1
1949;3721;3722;1
1950;2107;3723;1
1951;680;307;1
1952;701;3725;1
1953;3727;91;1
1954;3729;405;1
1955;3730;1491;1
1956;3732;53;1
1957;132;132;1
1958;53;3733;1
1959;906;906;1
1960;3734;3735;1
1961;3740;3741;1
1962;3742;3743;1
1963;41;1887;1
1964;3747;53;1
1965;596;122;1
1966;3748;52;1
1967;3749;3750;1
1968;3751;49;1
1969;3753;1378;1
1970;3756;3757;1
1971;803;803;1
1972;49;280;1
1973;53;42;1
1974;3761;3762;1
1975;3765;3766;1
1976;3767;3768;1
1977;3769;3770;1
1978;941;13;1
1979;3772;3773;1
1980;3779;3780;1
1981;3781;3782;1
1982;3783;3784;1
1983;1355;3786;1
1984;1153;3787;1
1985;41;3788;1
1986;54;418;1
1987;183;84;1
1988;3790;745;1
1989;3791;499;1
1990;249;2579;1
1991;3794;132;1
1992;5;3795;1
1993;1276;1276;1
1994;2556;3797;1
1995;3798;3799;1
1996;3800;103;1
1997;2533;3801;1
1998;537;537;1
1999;272;2323;1
2000;1887;3286;1
2001;132;132;1
2002;3804;3805;1
2003;11;11;1
2004;1184;3807;1
2005;135;178;1
2006;3809;3810;1
2007;3812;3812;1
2008;3814;3815;1
2009;3816;3817;1
2010;938;3820;1
2011;3821;11;1
2012;3825;3826;1
2013;3827;243;1
2014;22;322;1
2015;309;3828;1
2016;683;295;1
2017;3829;3829;1
2018;273;273;1
2019;3830;121;1
2020;3831;3832;1
2021;3834;317;1
2022;103;103;1
2023;3836;3837;1
2024;174;174;1
2025;53;883;1
2026;3840;14;1
2027;3841;67;1
2028;906;132;1
2029;3843;3844;1
2030;3847;330;1
2031;460;3852;1
2032;3853;3854;1
2033;105;102;1
2034;52;49;1
2035;3857;273;1
2036;3858;3859;1
2037;3860;147;1
2038;3861;52;1
2039;3862;3863;1
2040;385;3864;1
2041;11;49;1
2042;1647;53;1
2043;3865;3866;1
2044;3868;11;1
2045;681;2716;1
2046;82;3870;1
2047;3871;572;1
2048;103;3872;1
2049;3873;3874;1
2050;54;1221;1
2051;3875;3876;1
2052;3879;3880;1
2053;3882;1297;1
2054;1640;3883;1
2055;302;883;1
2056;295;1175;1
2057;3887;3888;1
2058;49;3890;1
2059;3893;1665;1
2060;3895;135;1
2061;132;132;1
2062;456;212;1
2063;3020;52;1
2064;3898;429;1
2065;3899;3900;1
2066;136;867;1
2067;3902;174;1
2068;2716;3903;1
2069;3905;882;1
2070;683;3908;1
2071;3909;498;1
2072;59;3912;1
2073;1281;3914;1
2074;3915;3916;1
2075;3917;3918;1
2076;38;3920;1
2077;430;49;1
2078;232;3922;1
2079;3923;3924;1
2080;64;647;1
2081;3926;3927;1
2082;3929;3929;1
2083;405;220;1
2084;3930;3931;1
2085;1640;3933;1
2086;3935;3936;1
2087;3938;3939;1
2088;14;3943;1
2089;3944;122;1
2090;1647;3945;1
2091;3946;3947;1
2092;3950;3951;1
2093;3953;2003;1
2094;2716;2569;1
2095;3957;3958;1
2096;3961;132;1
2097;3962;3963;1
2098;49;11;1
2099;1631;53;1
2100;132;132;1
2101;3965;287;1
2102;3967;309;1
2103;100;3968;1
2104;3969;3970;1
2105;3971;11;1
2106;3972;302;1
2107;3974;273;1
2108;754;3975;1
2109;34;3977;1
2110;3978;124;1
2111;3979;8;1
2112;42;3982;1
2113;429;3984;1
2114;41;42;1
2115;532;532;1
2116;3988;42;1
2117;930;3989;1
2118;3990;3991;1
2119;3992;702;1
2120;272;2966;1
2121;1545;1545;1
2122;43;3995;1
2123;733;3997;1
2124;121;4000;1
2125;2062;4002;1
2126;4003;4004;1
2127;2941;1763;1
2128;1547;4005;1
2129;502;4006;1
2130;4009;385;1
2131;4012;4013;1
2132;4014;4015;1
2133;1341;295;1
2134;52;13;1
2135;82;454;1
2136;4018;4019;1
2137;4020;4021;1
2138;4023;4024;1
2139;230;400;1
2140;429;4026;1
2141;42;121;1
2142;534;4029;1
2143;4030;119;1
2144;476;4031;1
2145;4032;4033;1
2146;4038;4039;1
2147;4043;4043;1
2148;4044;4045;1
2149;761;4048;1
2150;4051;4052;1
2151;4057;4058;1
2152;4059;4060;1
2153;4066;41;1
2154;4067;4068;1
2155;4071;4072;1
2156;88;644;1
2157;11;287;1
2158;702;49;1
2159;4075;4076;1
2160;4077;82;1
2161;4080;4081;1
2162;119;11;1
2163;4083;4084;1
2164;480;480;1
2165;4085;208;1
2166;49;754;1
2167;4088;4089;1
2168;2369;4090;1
2169;4091;4092;1
2170;4093;4094;1
2171;102;102;1
2172;82;4096;1
2173;680;1374;1
2174;4097;4098;1
2175;4101;4102;1
2176;2434;4107;1
2177;52;3206;1
2178;34;309;1
2179;4110;4111;1
2180;4116;4117;1
2181;4118;417;1
2182;11;80;1
2183;4119;4119;1
2184;3795;4120;1
2185;4121;78;1
2186;2136;4123;1
2187;4124;136;1
2188;53;4125;1
2189;4127;295;1
2190;4129;385;1
2191;53;4130;1
2192;4131;49;1
2193;4132;287;1
2194;53;4133;1
2195;4134;4135;1
2196;103;4136;1
2197;49;501;1
2198;43;387;1
2199;11;49;1
2200;4140;4141;1
2201;4144;4145;1
2202;4147;4148;1
2203;124;906;1
2204;4151;4152;1
2205;136;4154;1
2206;1717;1167;1
2207;4156;4157;1
2208;2630;4158;1
2209;1080;295;1
2210;309;4161;1
2211;4162;53;1
2212;997;997;1
2213;4165;4166;1
2214;4173;4174;1
2215;4178;4178;1
2216;4180;2535;1
2217;4182;764;1
2218;103;49;1
2219;63;11;1
2220;513;4183;1
2221;4184;4185;1
2222;24;1569;1
2223;4186;2082;1
2224;4187;102;1
2225;4190;4191;1
2226;4192;4193;1
2227;4196;754;1
2228;699;4197;1
2229;2334;2334;1
2230;4199;1234;1
2231;4200;49;1
2232;2803;2803;1
2233;81;81;1
2234;3673;3977;1
2235;4201;2417;1
2236;295;385;1
2237;2734;4203;1
2238;1175;4205;1
2239;4206;4207;1
2240;4209;4210;1
2241;4212;11;1
2242;4213;430;1
2243;4214;54;1
2244;122;913;1
2245;915;302;1
2246;4218;4219;1
2247;4220;3633;1
2248;4221;4222;1
2249;192;4223;1
2250;4224;4225;1
2251;2144;42;1
2252;4226;4226;1
2253;4229;4230;1
2254;4231;4231;1
2255;4232;4233;1
2256;4237;4238;1
2257;4239;4240;1
2258;641;4245;1
2259;3032;102;1
2260;4247;4248;1
2261;5;53;1
2262;4255;3600;1
2263;4259;4260;1
2264;498;454;1
2265;4261;4262;1
2266;49;309;1
2267;4269;204;1
2268;270;1184;1
2269;4271;4272;1
2270;4273;355;1
2271;4274;4274;1
2272;220;1115;1
2273;220;644;1
2274;13;273;1
2275;418;103;1
2276;49;2044;1
2277;462;4278;1
2278;322;322;1
2279;11;11;1
2280;4281;4282;1
2281;4284;3105;1
2282;4285;4286;1
2283;2806;2806;1
2284;4287;270;1
2285;32;4288;1
2286;309;4289;1
2287;1711;1711;1
2288;4290;4291;1
2289;4292;4293;1
2290;13;1000;1
2291;4296;41;1
2292;4297;121;1
2293;4299;508;1
2294;4300;4301;1
2295;4304;4304;1
2296;4307;4308;1
2297;4309;4310;1
2298;119;941;1
2299;4311;53;1
2300;302;295;1
2301;4313;683;1
2302;631;273;1
2303;4315;105;1
2304;83;11;1
2305;343;343;1
2306;13;302;1
2307;41;417;1
2308;764;909;1
2309;295;4319;1
2310;4320;211;1
2311;4321;63;1
2312;4322;23;1
2313;11;4324;1
2314;2255;2369;1
2315;4326;4327;1
2316;4331;4332;1
2317;4333;4334;1
2318;4335;4335;1
2319;4337;4338;1
2320;121;4340;1
2321;514;3494;1
2322;4342;4342;1
2323;4344;4345;1
2324;597;1711;1
2325;4347;11;1
2326;1183;4348;1
2327;3825;355;1
2328;763;4350;1
2329;49;49;1
2330;4351;4352;1
2331;4354;430;1
2332;4355;24;1
2333;353;2291;1
2334;4356;502;1
2335;4357;4358;1
2336;4359;4360;1
2337;1547;4361;1
2338;103;366;1
2339;5;11;1
2340;4363;1658;1
2341;4367;309;1
2342;4368;4369;1
2343;54;421;1
2344;941;941;1
2345;4371;4372;1
2346;88;102;1
2347;1009;4373;1
2348;4375;1087;1
2349;4376;4377;1
2350;4378;273;1
2351;41;4379;1
2352;1711;124;1
2353;4383;513;1
2354;2851;4384;1
2355;4387;4388;1
2356;683;4389;1
2357;53;4391;1
2358;4392;4393;1
2359;4394;4395;1
2360;4397;555;1
2361;4398;4399;1
2362;752;752;1
2363;4405;49;1
2364;102;123;1
2365;4406;4407;1
2366;4408;4409;1
2367;454;4412;1
2368;1640;4414;1
2369;4416;13;1
2370;4418;1186;1
2371;1535;136;1
2372;66;4421;1
2373;4422;4423;1
2374;322;322;1
2375;4427;4428;1
2376;318;91;1
2377;309;1981;1
2378;4430;42;1
2379;4433;4434;1
2380;4435;4436;1
2381;4440;4441;1
2382;814;42;1
2383;405;4442;1
2384;429;4444;1
2385;41;4446;1
2386;108;132;1
2387;4448;4449;1
2388;63;11;1
2389;4450;4451;1
2390;4452;2230;1
2391;405;4454;1
2392;3929;4455;1
2393;1977;1977;1
2394;4458;4459;1
2395;4460;4461;1
2396;4465;4466;1
2397;966;560;1
2398;4469;4470;1
2399;3881;4471;1
2400;1547;173;1
2401;4474;4475;1
2402;4477;53;1
2403;52;1912;1
2404;4478;4479;1
2405;4480;202;1
2406;84;11;1
2407;4481;4482;1
2408;4483;4483;1
2409;13;3381;1
2410;132;4485;1
2411;4488;103;1
2412;3337;41;1
2413;2491;11;1
2414;4491;4492;1
2415;4494;4495;1
2416;4497;4498;1
2417;4499;4500;1
2418;52;52;1
2419;230;4502;1
2420;699;1494;1
2421;219;219;1
2422;103;4504;1
2423;2231;1212;1
2424;4506;4507;1
2425;4508;11;1
2426;4509;4510;1
2427;658;658;1
2428;2346;4513;1
2429;3410;867;1
2430;4515;4516;1
2431;4517;4518;1
2432;4521;514;1
2433;4524;4525;1
2434;4527;132;1
2435;4529;4530;1
2436;4531;1175;1
2437;329;41;1
2438;4532;2991;1
2439;42;66;1
2440;132;11;1
2441;4534;4535;1
2442;1732;4537;1
2443;4539;52;1
2444;2816;4540;1
2445;4542;11;1
2446;4543;20;1
2447;4544;4545;1
2448;4546;4547;1
2449;4548;4549;1
2450;4552;385;1
2451;309;212;1
2452;4553;4554;1
2453;54;49;1
2454;4557;5;1
2455;2765;54;1
2456;49;454;1
2457;34;13;1
2458;4563;4564;1
2459;4566;4566;1
2460;4567;803;1
2461;4568;4569;1
2462;4573;53;1
2463;692;514;1
2464;4574;4575;1
2465;4576;4577;1
2466;4578;498;1
2467;4580;4581;1
2468;4582;302;1
2469;464;1630;1
2470;4583;4584;1
2471;63;135;1
2472;4587;4366;1
2473;53;4590;1
2474;24;4591;1
2475;4593;1547;1
2476;4594;261;1
2477;135;4595;1
2478;82;699;1
2479;4598;932;1
2480;2075;4599;1
2481;4600;1184;1
2482;2806;4601;1
2483;4163;4163;1
2484;52;4602;1
2485;4603;4604;1
2486;53;376;1
2487;34;4606;1
2488;4607;4608;1
2489;4610;49;1
2490;4611;552;1
2491;84;4612;1
2492;429;429;1
2493;4613;4614;1
2494;4615;4616;1
2495;2346;4618;1
2496;4620;2841;1
2497;4621;4622;1
2498;232;49;1
2499;4625;4625;1
2500;32;4628;1
2501;4631;4631;1
2502;309;4632;1
2503;53;680;1
2504;4633;53;1
2505;230;230;1
2506;20;4636;1
2507;4637;763;1
2508;430;430;1
2509;2668;55;1
2510;4641;302;1
2511;4642;376;1
2512;4643;4644;1
2513;4645;4645;1
2514;4646;4647;1
2515;4648;508;1
2516;136;4649;1
2517;132;803;1
2518;4651;681;1
2519;1115;295;1
2520;2785;2785;1
2521;11;11;1
2522;447;1640;1
2523;635;635;1
2524;49;4653;1
2525;1455;1455;1
2526;11;4654;1
2527;49;11;1
2528;4655;4656;1
2529;2934;2934;1
2530;4659;270;1
2531;23;1516;1
2532;4660;4661;1
2533;1732;498;1
2534;4665;3200;1
2535;4666;121;1
2536;4667;49;1
2537;4669;513;1
2538;52;52;1
2539;63;1072;1
2540;1175;4671;1
2541;4673;4674;1
2542;52;4677;1
2543;4678;4679;1
2544;448;1134;1
2545;1849;1849;1
2546;4680;309;1
2547;1378;4681;1
2548;135;2680;1
2549;322;322;1
2550;34;8;1
2551;4682;4683;1
2552;760;4685;1
2553;49;1547;1
2554;386;3825;1
2555;355;4687;1
2556;429;429;1
2557;1330;4689;1
2558;4691;4692;1
2559;938;4693;1
2560;4694;42;1
2561;211;91;1
2562;988;1450;1
2563;4696;4697;1
2564;3704;3704;1
2565;4698;4699;1
2566;4700;4701;1
2567;208;208;1
2568;2127;555;1
2569;4705;4706;1
2570;4708;82;1
2571;3944;4709;1
2572;4710;302;1
2573;302;302;1
2574;4713;4714;1
2575;4715;4716;1
2576;4718;683;1
2577;4722;24;1
2578;683;683;1
2579;4724;4725;1
2580;52;41;1
2581;2911;4726;1
2582;454;454;1
2583;4730;1500;1
2584;4732;4733;1
2585;4734;4735;1
2586;4741;4622;1
2587;1640;683;1
2588;4745;4746;1
2589;4748;4749;1
2590;4750;82;1
2591;4751;4752;1
2592;4753;119;1
2593;4755;4756;1
2594;343;4759;1
2595;22;4762;1
2596;917;4763;1
2597;4766;4767;1
2598;4771;2335;1
2599;4772;52;1
2600;1276;4773;1
2601;4774;4775;1
2602;13;13;1
2603;4776;4777;1
2604;4779;211;1
2605;4784;353;1
2606;4785;4786;1
2607;4787;220;1
2608;4788;1732;1
2609;101;202;1
2610;4789;4790;1
2611;132;132;1
2612;4793;1145;1
2613;355;261;1
2614;4795;4796;1
2615;103;310;1
2616;4799;4800;1
2617;66;4802;1
2618;4803;4804;1
2619;103;4806;1
2620;4807;4808;1
2621;52;751;1
2622;11;11;1
2623;4810;11;1
2624;4811;1000;1
2625;4812;4813;1
2626;11;11;1
2627;135;4602;1
2628;4815;4816;1
2629;4818;42;1
2630;52;52;1
2631;4822;4823;1
2632;4824;4825;1
2633;4826;4827;1
2634;4828;4829;1
2635;1145;309;1
2636;49;49;1
2637;4836;549;1
2638;1494;1494;1
2639;4837;4838;1
2640;180;272;1
2641;309;66;1
2642;405;4841;1
2643;4842;4843;1
2644;302;219;1
2645;4846;429;1
2646;4847;519;1
2647;102;4848;1
2648;4850;49;1
2649;1048;480;1
2650;4852;4853;1
2651;322;803;1
2652;4854;4855;1
2653;4558;4857;1
2654;11;11;1
2655;4858;4859;1
2656;4860;212;1
2657;713;713;1
2658;4864;1407;1
2659;4032;552;1
2660;4868;2747;1
2661;4869;4186;1
2662;136;1278;1
2663;81;81;1
2664;4870;4871;1
2665;272;702;1
2666;1545;1545;1
2667;103;84;1
2668;4881;498;1
2669;13;122;1
2670;11;103;1
2671;4883;52;1
2672;4884;4885;1
2673;4886;4887;1
2674;4891;22;1
2675;41;5;1
2676;909;4894;1
2677;4895;429;1
2678;1278;1278;1
2679;4896;34;1
2680;4898;4899;1
2681;32;32;1
2682;1120;447;1
2683;4902;4903;1
2684;4904;4905;1
2685;103;508;1
2686;81;81;1
2687;11;103;1
2688;4907;4908;1
2689;4912;4913;1
2690;4268;4914;1
2691;4917;925;1
2692;353;353;1
2693;4918;1740;1
2694;90;52;1
2695;611;4920;1
2696;4922;4923;1
2697;3184;4924;1
2698;4925;4926;1
2699;3260;4928;1
2700;4929;4930;1
2701;4932;4933;1
2702;11;11;1
2703;42;230;1
2704;624;3020;1
2705;4934;4934;1
2706;4936;4808;1
2707;470;4938;1
2708;84;121;1
2709;4940;4941;1
2710;103;103;1
2711;1117;135;1
2712;4942;4943;1
2713;4944;4944;1
2714;329;4946;1
2715;743;1450;1
2716;4161;4948;1
2717;823;4949;1
2718;4950;4951;1
2719;80;4953;1
2720;2001;4955;1
2721;4956;4957;1
2722;309;309;1
2723;4960;4961;1
2724;42;42;1
2725;1547;508;1
2726;4966;513;1
2727;4968;4969;1
2728;53;302;1
2729;932;4972;1
2730;42;14;1
2731;4975;4976;1
2732;4978;4979;1
2733;753;4980;1
2734;4981;4982;1
2735;4984;4985;1
2736;4986;4987;1
2737;2971;4989;1
2738;4990;4991;1
2739;4993;4993;1
2740;4994;84;1
2741;11;42;1
2742;4995;4996;1
2743;4997;4998;1
2744;5000;5000;1
2745;5002;5003;1
2746;5007;146;1
2747;1175;1175;1
2748;514;5009;1
2749;273;49;1
2750;754;754;1
2751;1099;5011;1
2752;5014;5015;1
2753;5017;5018;1
2754;5019;5020;1
2755;309;5022;1
2756;5024;5025;1
2757;309;118;1
2758;287;52;1
2759;5026;5027;1
2760;302;1547;1
2761;5029;52;1
2762;3164;5031;1
2763;5034;1115;1
2764;5035;295;1
2765;5036;5037;1
2766;5041;5042;1
2767;64;11;1
2768;295;103;1
2769;26;3200;1
2770;5046;13;1
2771;5047;5048;1
2772;230;43;1
2773;5050;5050;1
2774;53;11;1
2775;136;49;1
2776;801;2902;1
2777;2329;5051;1
2778;340;14;1
2779;5052;5053;1
2780;212;309;1
2781;3856;1741;1
2782;2325;2325;1
2783;83;83;1
2784;5055;5056;1
2785;5057;5058;1
2786;270;5059;1
2787;206;5060;1
2788;5062;5063;1
2789;5065;49;1
2790;743;5066;1
2791;5068;88;1
2792;13;5069;1
2793;49;2517;1
2794;230;5071;1
2795;280;5075;1
2796;5077;5078;1
2797;5079;5080;1
2798;5082;5083;1
2799;302;5085;1
2800;699;4573;1
2801;5086;174;1
2802;5087;53;1
2803;1516;1147;1
2804;5090;5091;1
2805;5094;5095;1
2806;5097;5098;1
2807;270;280;1
2808;270;270;1
2809;5099;4946;1
2810;702;5100;1
2811;54;11;1
2812;5102;5103;1
2813;5104;5105;1
2814;435;5107;1
2815;63;4535;1
2816;53;5110;1
2817;4567;5111;1
2818;5113;5114;1
2819;3476;174;1
2820;5117;5118;1
2821;5120;5121;1
2822;41;5125;1
2823;5129;212;1
2824;5130;14;1
2825;5131;302;1
2826;124;124;1
2827;84;5133;1
2828;42;52;1
2829;5136;5137;1
2830;5138;5139;1
2831;42;1787;1
2832;9;9;1
2833;5140;5141;1
2834;5142;429;1
2835;5143;5144;1
2836;11;2492;1
2837;3894;3894;1
2838;5146;5146;1
2839;883;5149;1
2840;5152;930;1
2841;5155;5156;1
2842;3600;520;1
2843;50;50;1
2844;5157;5158;1
2845;5161;52;1
2846;5162;2437;1
2847;84;640;1
2848;702;5163;1
2849;5166;5167;1
2850;54;5168;1
2851;5169;5170;1
2852;513;513;1
2853;5171;3704;1
2854;825;764;1
2855;5172;5173;1
2856;5174;5175;1
2857;103;699;1
2858;454;11;1
2859;5180;5181;1
2860;5182;14;1
2861;5183;5184;1
2862;1391;41;1
2863;5186;5187;1
2864;5189;856;1
2865;53;49;1
2866;1849;1849;1
2867;13;13;1
2868;5192;5193;1
2869;5195;5196;1
2870;49;49;1
2871;287;5200;1
2872;220;5201;1
2873;295;5202;1
2874;5203;5204;1
2875;1711;1711;1
2876;42;42;1
2877;5206;5207;1
2878;5210;5211;1
