UserID;WindowID;Split;Sequence;JobTitle;JobTitle_token;Code;Code_lb;Score;JobTitle_token_new;Score_new;MajorGroup;MinorGroup;DetailedOccupation
4283;1;Train;5;Sergeant, 299th Forward Support Battalion;sergeant 299th forward support battalion;33-1012;First-Line Supervisors of Police and Detectives;67.0;sergeant 299th forward support battalion;67.0;33;33-10;33-1012
4289;1;Train;1;Manager;manager;11-1021;General and Operations Managers;77.0;manager;77.0;11;11-10;11-1021
4289;1;Train;2;Promo Rep / Sales Rep;promo rep sales rep;41-9011;Demonstrators and Product Promoters;74.0;promo rep sales rep;74.0;41;41-90;41-9011
4289;1;Train;3;OC Internship program;oc internship program;15-1251;Computer Programmers;69.0;oc internship program;69.0;15;15-12;15-1251
4332;1;Train;2;Overnight Stocker;overnight stocker;53-7065;Stockers and Order Fillers;93.0;overnight stocker;93.0;53;53-70;53-7065
4332;1;Train;3;Manager/Driver;manager driver;53-1043;First-Line Supervisors of Material-Moving Machine and Vehicle Operators;61.0;manager driver;61.0;53;53-10;53-1043
4359;1;Train;1;Legal Assistant;legal assistant;23-2011;Paralegals and Legal Assistants;84.0;legal assistant;84.0;23;23-20;23-2011
4359;1;Train;3;Legal secretary;legal secretary;43-6012;Legal Secretaries and Administrative Assistants;99.0;legal secretary;99.0;43;43-60;43-6012
4360;1;Train;1;Global Materials Planner;global materials planner;43-5061;Production, Planning, and Expediting Clerks;76.0;global materials planner;76.0;43;43-50;43-5061
4360;1;Train;2;Senior Buyer;senior buyer;13-1023;Purchasing Agents, Except Wholesale, Retail, and Farm Products;83.0;senior buyer;83.0;13;13-10;13-1023
4360;1;Train;3;Purchasing Supervisor;purchasing supervisor;13-1023;Purchasing Agents, Except Wholesale, Retail, and Farm Products;75.0;purchasing supervisor;75.0;13;13-10;13-1023
4360;1;Train;4;Senior Buyer;senior buyer;13-1023;Purchasing Agents, Except Wholesale, Retail, and Farm Products;83.0;senior buyer;83.0;13;13-10;13-1023
4360;1;Train;5;Senior Buyer/Planner;senior buyer planner;13-1023;Purchasing Agents, Except Wholesale, Retail, and Farm Products;85.0;senior buyer planner;85.0;13;13-10;13-1023
4360;1;Train;6;Buyer/Planner;buyer planner;13-1023;Purchasing Agents, Except Wholesale, Retail, and Farm Products;84.0;buyer planner;84.0;13;13-10;13-1023
4366;1;Train;1;Office Manager;office manager;43-1011;First-Line Supervisors of Office and Administrative Support Workers;81.0;office manager;81.0;43;43-10;43-1011
4366;1;Train;2;Account Manager;account manager;11-2011;Advertising and Promotions Managers;66.0;account manager;66.0;11;11-20;11-2011
4366;1;Train;3;Promotional Manager;promotional manager;11-2011;Advertising and Promotions Managers;67.0;promotional manager;67.0;11;11-20;11-2011
4368;1;Test;1;Administrative Wage Garnishment Specialist;administrative wage garnishment specialist;43-6011;Executive Secretaries and Executive Administrative Assistants;57.0;administrative wage garnishment specialist;57.0;43;43-60;43-6011
4368;1;Test;2;Cashier;cashier;41-2011;Cashiers;99.0;cashier;99.0;41;41-20;41-2011
4368;1;Test;3;Sales Associate;sales associate;41-2031;Retail Salespersons;99.0;sales associate;99.0;41;41-20;41-2031
4368;1;Test;4;Sales Associate;sales associate;41-2031;Retail Salespersons;99.0;sales associate;99.0;41;41-20;41-2031
4380;1;Train;1;Member;member;99-9999;Not Classified;51.0;member;51.0;99;99-90;99-9999
4380;1;Train;2;Staff Attorney;staff attorney;23-1011;Lawyers;99.0;staff attorney;99.0;23;23-10;23-1011
4380;1;Train;3;Associate;associate;41-2031;Retail Salespersons;94.0;associate;94.0;41;41-20;41-2031
4380;1;Train;4;Associate;associate;41-2031;Retail Salespersons;94.0;associate;94.0;41;41-20;41-2031
4380;1;Train;5;Associate;associate;41-2031;Retail Salespersons;94.0;associate;94.0;41;41-20;41-2031
4380;1;Train;6;Law Clerk;law clerk;23-1012;Judicial Law Clerks;79.0;law clerk;79.0;23;23-10;23-1012
4380;1;Train;7;Judicial Intern;judicial intern;23-2011;Paralegals and Legal Assistants;67.0;judicial intern;67.0;23;23-20;23-2011
4388;1;Train;1;Internship;internship;21-1012;Educational, Guidance, and Career Counselors and Advisors;52.0;internship;52.0;21;21-10;21-1012
4462;1;Train;1;Supplemental Instruction Leader;supplemental instruction leader;25-3099;Teachers and Instructors, All Other;62.0;supplemental instruction leader;62.0;25;25-30;25-3099
4462;1;Train;2;Physical Education Teacher;physical education teacher;25-2021;Elementary School Teachers, Except Special Education;78.0;physical education teacher;78.0;25;25-20;25-2021
4501;1;Train;1;Commercial Bank Officer;commercial bank officer;13-2072;Loan Officers;88.0;commercial bank officer;88.0;13;13-20;13-2072
4501;1;Train;2;Lending Assistant;lending assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;67.0;lending assistant;67.0;43;43-60;43-6014
4501;1;Train;3;Personal Banker;personal banker;43-4141;New Accounts Clerks;77.0;personal banker;77.0;43;43-40;43-4141
4501;1;Train;4;Store Manager;store manager;11-1021;General and Operations Managers;93.0;store manager;93.0;11;11-10;11-1021
4501;1;Train;5;Store Manager;store manager;11-1021;General and Operations Managers;93.0;store manager;93.0;11;11-10;11-1021
4501;1;Train;6;District Trainer;district trainer;13-1151;Training and Development Specialists;65.0;district trainer;65.0;13;13-10;13-1151
4501;1;Train;7;Store Manager;store manager;11-1021;General and Operations Managers;93.0;store manager;93.0;11;11-10;11-1021
4501;1;Train;8;Assistant Manager;assistant manager;41-1011;First-Line Supervisors of Retail Sales Workers;67.0;assistant manager;67.0;41;41-10;41-1011
4510;1;Train;1;Senior Systems and Network Administrator;senior systems network administrator;15-1244;Network and Computer Systems Administrators;98.0;senior systems network administrator;98.0;15;15-12;15-1244
4510;1;Train;2;Network Administrator;network administrator;15-1244;Network and Computer Systems Administrators;99.0;network administrator;99.0;15;15-12;15-1244
4510;1;Train;3;Network Administrator;network administrator;15-1244;Network and Computer Systems Administrators;99.0;network administrator;99.0;15;15-12;15-1244
4517;1;Train;1;Director, Clinical Data Technology;director clinical data technology;11-9121;Natural Sciences Managers;67.0;director clinical data technology;67.0;11;11-90;11-9121
4517;1;Train;2;Director, Biometrics Operations;director biometrics operations;11-1021;General and Operations Managers;73.0;director biometrics operations;73.0;11;11-10;11-1021
4517;1;Train;3;Training Specialist;training specialist;13-1151;Training and Development Specialists;88.0;training specialist;88.0;13;13-10;13-1151
4517;1;Train;4;Clinical Data Manager;clinical data manager;15-2051;Data Scientists;88.0;clinical data manager;88.0;15;15-20;15-2051
4517;1;Train;5;Programmer II;programmer ii;15-1251;Computer Programmers;91.0;programmer ii;91.0;15;15-12;15-1251
4517;1;Train;6;Programmer I;programmer;15-1251;Computer Programmers;86.0;programmer;86.0;15;15-12;15-1251
4517;1;Train;7;Clinical Data Associate II;clinical data associate ii;15-2051;Data Scientists;68.0;clinical data associate ii;68.0;15;15-20;15-2051
4517;1;Train;8;Clinical Data Associate I;clinical data associate;15-2051;Data Scientists;66.0;clinical data associate;66.0;15;15-20;15-2051
4517;1;Train;9;Research Associate;research associate;13-1161;Market Research Analysts and Marketing Specialists;67.0;research associate;67.0;13;13-10;13-1161
4517;1;Train;10;Customer Service Associate;customer service associate;43-4051;Customer Service Representatives;99.0;customer service associate;99.0;43;43-40;43-4051
4545;1;Train;1;Manager of Food;manager food;11-9051;Food Service Managers;81.0;manager food;81.0;11;11-90;11-9051
4545;1;Train;2;Co-Owner of Happy Day's Diner;co owner happy day diner;99-9999;Not Classified;82.0;co owner happy day diner;82.0;99;99-90;99-9999
4545;1;Train;3;Food and Beverage Manager and Catering;food beverage manager catering;11-9051;Food Service Managers;85.0;food beverage manager catering;85.0;11;11-90;11-9051
4575;1;Train;1;Truck Driver;truck driver;53-3032;Heavy and Tractor-Trailer Truck Drivers;89.0;truck driver;89.0;53;53-30;53-3032
4575;1;Train;2;Truck Driver;truck driver;53-3032;Heavy and Tractor-Trailer Truck Drivers;89.0;truck driver;89.0;53;53-30;53-3032
4575;1;Train;3;Owner/operator;owner operator;99-9999;Not Classified;94.0;owner operator;94.0;99;99-90;99-9999
4575;1;Train;4;owner/op;owner op;99-9999;Not Classified;87.0;owner op;87.0;99;99-90;99-9999
4575;1;Train;5;truck driver;truck driver;53-3032;Heavy and Tractor-Trailer Truck Drivers;89.0;truck driver;89.0;53;53-30;53-3032
4575;1;Train;6;Truck Driver;truck driver;53-3032;Heavy and Tractor-Trailer Truck Drivers;89.0;truck driver;89.0;53;53-30;53-3032
4575;1;Train;7;Truck Driver;truck driver;53-3032;Heavy and Tractor-Trailer Truck Drivers;89.0;truck driver;89.0;53;53-30;53-3032
4575;1;Train;8;Paul Carrier;paul carrier;43-5052;Postal Service Mail Carriers;90.0;paul carrier;90.0;43;43-50;43-5052
4575;1;Train;9;Truck Driver;truck driver;53-3032;Heavy and Tractor-Trailer Truck Drivers;89.0;truck driver;89.0;53;53-30;53-3032
4575;1;Train;10;Truck Driver;truck driver;53-3032;Heavy and Tractor-Trailer Truck Drivers;89.0;truck driver;89.0;53;53-30;53-3032
4604;1;Train;1;Human Resource Manager/Generalist/Recruitment Consultant;human resource manager generalist recruitment consultant;11-3121;Human Resources Managers;85.0;human resource manager generalist recruitment consultant;85.0;11;11-30;11-3121
4619;1;Train;1;Child & Youth Program Assistant (POC);child youth program assistant poc;21-1093;Social and Human Service Assistants;94.0;child youth program assistant poc;94.0;21;21-10;21-1093
4619;1;Train;2;Sales Associate;sales associate;41-2031;Retail Salespersons;99.0;sales associate;99.0;41;41-20;41-2031
4639;1;Test;1;Clerk Typist III;clerk typist iii;43-9061;Office Clerks, General;76.0;clerk typist iii;76.0;43;43-90;43-9061
4639;1;Test;2;Ticket Agent;ticket agent;43-4181;Reservation and Transportation Ticket Agents and Travel Clerks;87.0;ticket agent;87.0;43;43-40;43-4181
4639;1;Test;4;Cashier;cashier;41-2011;Cashiers;99.0;cashier;99.0;41;41-20;41-2011
4639;1;Test;5;Clerk;clerk;43-9061;Office Clerks, General;81.0;clerk;81.0;43;43-90;43-9061
4647;1;Test;1;Legal Assistant;legal assistant;23-2011;Paralegals and Legal Assistants;84.0;legal assistant;84.0;23;23-20;23-2011
4647;1;Test;2;Contract Hearing Reporter;contract hearing reporter;27-3092;Court Reporters and Simultaneous Captioners;63.0;contract hearing reporter;63.0;27;27-30;27-3092
4647;1;Test;3;Customer Service Lead;customer service lead;43-1011;First-Line Supervisors of Office and Administrative Support Workers;98.0;customer service lead;98.0;43;43-10;43-1011
4647;1;Test;4;Office Assistant/Dispatch Manager;office assistant dispatch manager;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;84.0;office assistant dispatch manager;84.0;43;43-60;43-6014
4651;1;Train;1;Childbirth Instructor;childbirth instructor;25-3021;Self-Enrichment Teachers;68.0;childbirth instructor;68.0;25;25-30;25-3021
4651;1;Train;2;Medical Transcriptionist;medical transcriptionist;31-9094;Medical Transcriptionists;91.0;medical transcriptionist;91.0;31;31-90;31-9094
4651;1;Train;3;Medical Transcriptionist;medical transcriptionist;31-9094;Medical Transcriptionists;91.0;medical transcriptionist;91.0;31;31-90;31-9094
4651;1;Train;4;Medical Transcriptionist;medical transcriptionist;31-9094;Medical Transcriptionists;91.0;medical transcriptionist;91.0;31;31-90;31-9094
4651;1;Train;5;Computer Operator;computer operator;15-1299;Computer Occupations, All Other;87.0;computer operator;87.0;15;15-12;15-1299
4651;1;Train;6;Home Decorator/Displayer;home decorator displayer;27-1026;Merchandise Displayers and Window Trimmers;67.0;home decorator displayer;67.0;27;27-10;27-1026
4651;1;Train;7;Advertising Coordinator/Administrative Assistant;advertising coordinator administrative assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;77.0;advertising coordinator administrative assistant;77.0;43;43-60;43-6014
4654;1;Train;3;Customer Service/Catering;customer service catering;43-1011;First-Line Supervisors of Office and Administrative Support Workers;74.0;customer service catering;74.0;43;43-10;43-1011
4688;1;Train;1;Cashier;cashier;41-2011;Cashiers;99.0;cashier;99.0;41;41-20;41-2011
4688;1;Train;2;Package Handler;package handler;53-7062;Laborers and Freight, Stock, and Material Movers, Hand;99.0;package handler;99.0;53;53-70;53-7062
4688;1;Train;3;Sally Palmer;sally palmer;41-9041;Telemarketers;68.0;sally palmer;68.0;41;41-90;41-9041
4698;1;Train;1;Welder Supervisor;welder supervisor;51-1011;First-Line Supervisors of Production and Operating Workers;81.0;welder supervisor;81.0;51;51-10;51-1011
4698;1;Train;2;Sales Associate;sales associate;41-2031;Retail Salespersons;99.0;sales associate;99.0;41;41-20;41-2031
4698;1;Train;3;Detailer/Draftsman;detailer draftsman;17-3013;Mechanical Drafters;78.0;detailer draftsman;78.0;17;17-30;17-3013
4698;1;Train;4;Project Manager;project manager;13-1082;Project Management Specialists;74.0;project manager;74.0;13;13-10;13-1082
4703;1;Train;1;Technical Writer;technical writer;27-3042;Technical Writers;96.0;technical writer;96.0;27;27-30;27-3042
4703;1;Train;2;Helpdesk Coordinator;helpdesk coordinator;15-1232;Computer User Support Specialists;96.0;helpdesk coordinator;96.0;15;15-12;15-1232
4703;1;Train;3;Helpdesk Technician;helpdesk technician;15-1232;Computer User Support Specialists;96.0;helpdesk technician;96.0;15;15-12;15-1232
4703;1;Train;4;Lead Field Technician/Project Manager;lead field technician project manager;17-3022;Civil Engineering Technologists and Technicians;65.0;lead field technician project manager;65.0;17;17-30;17-3022
4703;1;Train;5;Network Operations Engineer Level II/Helpdesk Technician II;network operations engineer level ii helpdesk technician ii;15-1231;Computer Network Support Specialists;71.0;network operations engineer level ii helpdesk technician ii;71.0;15;15-12;15-1231
4719;1;Train;1;Driver/ Guard;driver guard;33-9032;Security Guards;86.0;driver guard;86.0;33;33-90;33-9032
4719;1;Train;2;security;security;33-9032;Security Guards;83.0;security;83.0;33;33-90;33-9032
4719;1;Train;3;Truck Driver/ Salesman;truck driver salesman;53-3031;Driver/Sales Workers;92.0;truck driver salesman;92.0;53;53-30;53-3031
4724;1;Test;1;Chemical Engineer Technician, Lead Supervisor;chemical engineer technician lead supervisor;49-1011;First-Line Supervisors of Mechanics, Installers, and Repairers;60.0;chemical engineer technician lead supervisor;60.0;49;49-10;49-1011
4740;1;Train;1;Sales Representative;sales representative;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;80.0;sales representative;80.0;41;41-40;41-4012
4740;1;Train;2;Sales Representative;sales representative;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;80.0;sales representative;80.0;41;41-40;41-4012
4740;1;Train;3;Serviced Sales Accounts;serviced sales accounts;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;79.0;serviced sales accounts;79.0;41;41-40;41-4012
4743;1;Train;1;Wireless Operations Specialist;wireless operations specialist;13-1199;Business Operations Specialists, All Other;68.0;wireless operations specialist;68.0;13;13-10;13-1199
4743;1;Train;2;Patient Representative;patient representative;29-2099;Health Technologists and Technicians, All Other;99.0;patient representative;99.0;29;29-20;29-2099
4743;1;Train;3;Locate and correct error's in customer's documents, call agents for information on client's documents, and to protect Countrywid;locate correct error customer documents agents information client documents protect countrywid;41-3031;Securities, Commodities, and Financial Services Sales Agents;65.0;locate correct error customer documents agents information client documents protect countrywid;65.0;41;41-30;41-3031
4743;1;Train;4;Schedule patients for dental and orthodontic appointments;schedule patients dental orthodontic appointments;31-9091;Dental Assistants;89.0;schedule patients dental orthodontic appointments;89.0;31;31-90;31-9091
4743;1;Train;5;Patient Representative;patient representative;29-2099;Health Technologists and Technicians, All Other;99.0;patient representative;99.0;29;29-20;29-2099
4743;1;Train;6;Server/ Hostess;server hostess;35-3031;Waiters and Waitresses;93.0;server hostess;93.0;35;35-30;35-3031
4745;1;Train;1;Director of Admissions;director admissions;11-9033;Education Administrators, Postsecondary;83.0;director admissions;83.0;11;11-90;11-9033
4745;1;Train;2;Director of Admissions;director admissions;11-9033;Education Administrators, Postsecondary;83.0;director admissions;83.0;11;11-90;11-9033
4745;1;Train;3;Assistant Director of Admissions;assistant director admissions;43-6011;Executive Secretaries and Executive Administrative Assistants;61.0;assistant director admissions;61.0;43;43-60;43-6011
4745;1;Train;4;Director of admissions;director admissions;11-9033;Education Administrators, Postsecondary;83.0;director admissions;83.0;11;11-90;11-9033
4745;1;Train;5;Asst. Director of Admissions;asst director admissions;11-9033;Education Administrators, Postsecondary;77.0;asst director admissions;77.0;11;11-90;11-9033
4745;1;Train;6;Sales Representative/Team Lead;sales representative team lead;41-3031;Securities, Commodities, and Financial Services Sales Agents;65.0;sales representative team lead;65.0;41;41-30;41-3031
4773;1;Train;1;Medical Assistant;medical assistant;31-9092;Medical Assistants;99.0;medical assistant;99.0;31;31-90;31-9092
4773;1;Train;2;Office Assistant;office assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;93.0;office assistant;93.0;43;43-60;43-6014
4787;1;Train;1;Manager/Buyer;manager buyer;13-1022;Wholesale and Retail Buyers, Except Farm Products;65.0;manager buyer;65.0;13;13-10;13-1022
4787;1;Train;2;Manager;manager;11-1021;General and Operations Managers;77.0;manager;77.0;11;11-10;11-1021
4787;1;Train;3;Asst. Manager;asst manager;41-1011;First-Line Supervisors of Retail Sales Workers;59.0;asst manager;59.0;41;41-10;41-1011
4787;1;Train;4;Loan Officer;loan officer;13-2072;Loan Officers;95.0;loan officer;95.0;13;13-20;13-2072
4844;1;Train;1;Legal Assistant;legal assistant;23-2011;Paralegals and Legal Assistants;84.0;legal assistant;84.0;23;23-20;23-2011
4844;1;Train;2;Receptionist/Administrative Assistant;receptionist administrative assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;96.0;receptionist administrative assistant;96.0;43;43-60;43-6014
4844;1;Train;3;State Preservation Coordinator;state preservation coordinator;19-1031;Conservation Scientists;62.0;state preservation coordinator;62.0;19;19-10;19-1031
4844;1;Train;4;Closer/Department Manager;closer department manager;11-3031;Financial Managers;63.0;closer department manager;63.0;11;11-30;11-3031
4859;1;Train;1;Reading Specialist/ Interventionist/ RTI Team;reading specialist interventionist rti team;25-2056;Special Education Teachers, Elementary School;71.0;reading specialist interventionist rti team;71.0;25;25-20;25-2056
4859;1;Train;2;Elementary Classroom Teacher;elementary classroom teacher;25-2021;Elementary School Teachers, Except Special Education;99.0;elementary classroom teacher;99.0;25;25-20;25-2021
4877;1;Test;1;Territory Sales Representative;territory sales representative;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;83.0;territory sales representative;83.0;41;41-40;41-4012
4877;1;Test;2;Sales/Business Development;sales business development;11-2022;Sales Managers;74.0;sales business development;74.0;11;11-20;11-2022
4877;1;Test;3;General Manager/Sales Manager;general manager sales manager;11-2022;Sales Managers;80.0;general manager sales manager;80.0;11;11-20;11-2022
4877;1;Test;4;Account Manager/Purchasing Agent;account manager purchasing agent;11-3061;Purchasing Managers;71.0;account manager purchasing agent;71.0;11;11-30;11-3061
4965;1;Train;1;HR Manager;hr manager;11-3121;Human Resources Managers;89.0;hr manager;89.0;11;11-30;11-3121
4965;1;Train;2;HR Generalist;hr generalist;13-1071;Human Resources Specialists;81.0;hr generalist;81.0;13;13-10;13-1071
4972;1;Train;1;Account Manager;account manager;11-2011;Advertising and Promotions Managers;66.0;account manager;66.0;11;11-20;11-2011
4972;1;Train;2;Security Guard;security guard;33-9032;Security Guards;95.0;security guard;95.0;33;33-90;33-9032
4972;1;Train;3;Driver;driver;53-3032;Heavy and Tractor-Trailer Truck Drivers;76.0;driver;76.0;53;53-30;53-3032
4988;1;Train;1;Hamilton Senior Community;hamilton senior community;11-9151;Social and Community Service Managers;67.0;hamilton senior community;67.0;11;11-90;11-9151
4988;1;Train;2;Professional Tutor;professional tutor;25-3041;Tutors;82.0;professional tutor;82.0;25;25-30;25-3041
4988;1;Train;3;Clinical Intern;clinical intern;29-1051;Pharmacists;61.0;clinical intern;61.0;29;29-10;29-1051
4988;1;Train;4;Cashier/Pharmacy Technician;cashier pharmacy technician;29-2052;Pharmacy Technicians;80.0;cashier pharmacy technician;80.0;29;29-20;29-2052
4988;1;Train;5;Group Fitness Instructor;group fitness instructor;39-9031;Exercise Trainers and Group Fitness Instructors;92.0;group fitness instructor;92.0;39;39-90;39-9031
4988;1;Train;6;Physical Therapy Intern;physical therapy intern;29-1123;Physical Therapists;69.0;physical therapy intern;69.0;29;29-10;29-1123
4988;1;Train;7;Front Desk Attendant/Internship;desk attendant internship;39-3091;Amusement and Recreation Attendants;67.0;desk attendant internship;67.0;39;39-30;39-3091
4989;1;Train;1;Journeyman Machine Repairman;journeyman machine repairman;49-9071;Maintenance and Repair Workers, General;83.0;journeyman machine repairman;83.0;49;49-90;49-9071
4989;1;Train;2;Journeyman Machine Repairman;journeyman machine repairman;49-9071;Maintenance and Repair Workers, General;83.0;journeyman machine repairman;83.0;49;49-90;49-9071
4989;1;Train;3;Tool & Equipment Serviceman;tool equipment serviceman;49-9031;Home Appliance Repairers;72.0;tool equipment serviceman;72.0;49;49-90;49-9031
4989;1;Train;4;Tool & Die Maker;tool die maker;51-4111;Tool and Die Makers;80.0;tool die maker;80.0;51;51-40;51-4111
4989;1;Train;5;Apprentice program;apprentice program;99-9999;Not Classified;61.0;apprentice program;61.0;99;99-90;99-9999
4989;1;Train;6;Production;production;51-9198;Helpers--Production Workers;67.0;production;67.0;51;51-90;51-9198
5012;1;Train;1;RN;rn;29-1141;Registered Nurses;99.0;rn;99.0;29;29-10;29-1141
5012;1;Train;2;Registered Nurse;registered nurse;29-1141;Registered Nurses;99.0;registered nurse;99.0;29;29-10;29-1141
5012;1;Train;3;RN;rn;29-1141;Registered Nurses;99.0;rn;99.0;29;29-10;29-1141
5012;1;Train;4;Licensed Practical Nurse;licensed practical nurse;29-2061;Licensed Practical and Licensed Vocational Nurses;99.0;licensed practical nurse;99.0;29;29-20;29-2061
5012;1;Train;5;Certified Nursing Assistant in the Assisted Living;certified nursing assistant assisted living;31-1121;Home Health Aides;84.0;certified nursing assistant assisted living;84.0;31;31-10;31-1121
5152;1;Train;1;Associate Account Manager Intern;associate account manager intern;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;69.0;associate account manager intern;69.0;41;41-40;41-4012
5152;1;Train;2;Sales/Customer Service Representative;sales customer service representative;43-4051;Customer Service Representatives;76.0;sales customer service representative;76.0;43;43-40;43-4051
5152;1;Train;3;Office Assistant;office assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;93.0;office assistant;93.0;43;43-60;43-6014
5152;1;Train;4;Emergency Department Greeter/Unit Secretary;emergency department greeter unit secretary;43-6013;Medical Secretaries and Administrative Assistants;87.0;emergency department greeter unit secretary;87.0;43;43-60;43-6013
5152;1;Train;5;Radiology Service Representative;radiology service representative;43-4051;Customer Service Representatives;77.0;radiology service representative;77.0;43;43-40;43-4051
5152;1;Train;6;Office Assistant;office assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;93.0;office assistant;93.0;43;43-60;43-6014
5156;1;Train;1;Food Server-Expo/Waitress;food server expo waitress;35-3031;Waiters and Waitresses;96.0;food server expo waitress;96.0;35;35-30;35-3031
5156;1;Train;2;Ad Set Associate;ad set associate;41-3011;Advertising Sales Agents;60.0;ad set associate;60.0;41;41-30;41-3011
5157;1;Train;1;Assistant Operations Manager;assistant operations manager;51-1011;First-Line Supervisors of Production and Operating Workers;77.0;assistant operations manager;77.0;51;51-10;51-1011
5157;1;Train;2;Assistant Branch Manager;assistant branch manager;11-3031;Financial Managers;83.0;assistant branch manager;83.0;11;11-30;11-3031
5157;1;Train;3;Branch Manager;branch manager;11-1021;General and Operations Managers;89.0;branch manager;89.0;11;11-10;11-1021
5157;1;Train;4;Lead Teller/ Teller;lead teller teller;43-3071;Tellers;64.0;lead teller teller;64.0;43;43-30;43-3071
5174;1;Train;1;Vice President of Business Development;vice president business development;11-2022;Sales Managers;85.0;vice president business development;85.0;11;11-20;11-2022
5174;1;Train;2;District Manager;district manager;11-1021;General and Operations Managers;92.0;district manager;92.0;11;11-10;11-1021
5174;1;Train;3;District Operations Manager;district operations manager;11-1021;General and Operations Managers;99.0;district operations manager;99.0;11;11-10;11-1021
5174;1;Train;4;Contractor Sales Manager;contractor sales manager;41-1012;First-Line Supervisors of Non-Retail Sales Workers;63.0;contractor sales manager;63.0;41;41-10;41-1012
5174;1;Train;5;District/Corporate Network Trainer;district corporate network trainer;15-1232;Computer User Support Specialists;65.0;district corporate network trainer;65.0;15;15-12;15-1232
5186;1;Train;1;Internet Sales Manager;internet sales manager;11-2022;Sales Managers;91.0;internet sales manager;91.0;11;11-20;11-2022
5186;1;Train;2;General Manager;general manager;11-1021;General and Operations Managers;99.0;general manager;99.0;11;11-10;11-1021
5190;1;Train;1;Research Assistant;research assistant;13-1161;Market Research Analysts and Marketing Specialists;67.0;research assistant;67.0;13;13-10;13-1161
5190;1;Train;2;Public Outreach Coordinator;public outreach coordinator;27-3031;Public Relations Specialists;79.0;public outreach coordinator;79.0;27;27-30;27-3031
5190;1;Train;3;Research Assistant;research assistant;13-1161;Market Research Analysts and Marketing Specialists;67.0;research assistant;67.0;13;13-10;13-1161
5190;1;Train;4;Lead Garden Associate;lead garden associate;41-4011;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;55.0;lead garden associate;55.0;41;41-40;41-4011
5190;1;Train;5;Senior Student Associate;senior student associate;99-9999;Not Classified;74.0;senior student associate;74.0;99;99-90;99-9999
5190;1;Train;6;coach and mentor;coach mentor;27-2022;Coaches and Scouts;73.0;coach mentor;73.0;27;27-20;27-2022
5211;1;Train;1;Lease and Sales Consultant/ Product Specialist;lease sales consultant product specialist;41-9011;Demonstrators and Product Promoters;65.0;lease sales consultant product specialist;65.0;41;41-90;41-9011
5211;1;Train;2;Student Accounts Representative Business Office;student accounts representative business office;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;70.0;student accounts representative business office;70.0;41;41-40;41-4012
5211;1;Train;3;Admissions Coordinator;admissions coordinator;21-1012;Educational, Guidance, and Career Counselors and Advisors;80.0;admissions coordinator;80.0;21;21-10;21-1012
5211;1;Train;4;S.R Admissions Advisor;s.r admissions advisor;21-1012;Educational, Guidance, and Career Counselors and Advisors;79.0;s.r admissions advisor;79.0;21;21-10;21-1012
5211;1;Train;5;Car Sales;car sales;41-2031;Retail Salespersons;97.0;car sales;97.0;41;41-20;41-2031
5214;1;Train;1;Painter;painter;47-2141;Painters, Construction and Maintenance;73.0;painter;73.0;47;47-20;47-2141
5214;1;Train;3;Locomotive Driver Assistant;locomotive driver assistant;53-1043;First-Line Supervisors of Material-Moving Machine and Vehicle Operators;70.0;locomotive driver assistant;70.0;53;53-10;53-1043
5264;1;Train;1;Loan Secretary;loan secretary;43-4131;Loan Interviewers and Clerks;82.0;loan secretary;82.0;43;43-40;43-4131
5264;1;Train;2;Loan Teller/Loan Clerk;loan teller loan clerk;43-3071;Tellers;87.0;loan teller loan clerk;87.0;43;43-30;43-3071
5264;1;Train;3;Clerk, Wic Clerk;clerk wic clerk;43-9061;Office Clerks, General;72.0;clerk wic clerk;72.0;43;43-90;43-9061
5272;1;Train;1;Maintenance Mechanic;maintenance mechanic;49-9071;Maintenance and Repair Workers, General;85.0;maintenance mechanic;85.0;49;49-90;49-9071
5272;1;Train;2;1 Maintenance Tech  2  Floating Engineer  3  Maintenance Supervisor;1 maintenance tech 2 floating engineer 3 maintenance supervisor;49-1011;First-Line Supervisors of Mechanics, Installers, and Repairers;82.0;maintenance tech floating engineer maintenance supervisor;90.0;49;49-10;49-1011
5272;1;Train;3;Maintenance Supervisor;maintenance supervisor;49-1011;First-Line Supervisors of Mechanics, Installers, and Repairers;88.0;maintenance supervisor;88.0;49;49-10;49-1011
